,Unnamed: 0,Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Price
281,281,8/15/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745
282,282,8/15/2022,CBS,3404,Tomatillos,20,3275,3635
283,283,8/15/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
284,284,8/15/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329
285,285,8/15/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
286,286,8/15/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
287,287,8/15/2022,TXI,3362,"Cucumbers, Pickling",11,2400,2664
288,288,8/15/2022,LEE,3828,"Peppers, Green Bell",5,4075,4523
289,289,8/15/2022,D2D,3754,"Cabbage, Red",5,4075,4523
290,290,8/15/2022,MFP,3153,"Peppers, Jalapeño",10,3000,3329
291,291,8/15/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
292,292,8/15/2022,LFF,3828,"Peppers, Green Bell",25,4075,4523
293,293,8/15/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
294,294,8/15/2022,AGF,3091,"Melon, Honeydew",50,3125,3469
295,295,8/15/2022,CBO,3138,"Greens, Collard-24 ct",5,4275,4745
296,296,8/15/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329
297,297,8/15/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
298,298,8/15/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
299,299,8/15/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
300,300,8/15/2022,BXF,3138,"Greens, Collard-24 ct",10,4275,4745
301,301,8/15/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
302,302,8/15/2022,KSL,3828,"Peppers, Green Bell",15,4075,4523
303,303,8/15/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329
304,304,8/15/2022,HOP,3362,"Cucumbers, Pickling",11,2400,2664
305,305,8/15/2022,PBY,3202,"Tomatoes, Slicing",15,4600,5106
306,306,8/15/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
307,307,8/15/2022,CLP,3668,"Eggplant, Japanese",10,3425,3802
308,308,8/15/2022,D2D,3182,"Squash, Summer, Patty Pan",18,2400,2664
309,309,8/15/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
310,310,8/15/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329
311,311,8/15/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
312,312,8/15/2022,HOP,3717,"Eggplant, Globe",10,3700,4107
313,313,8/15/2022,AGF,3089,"Melon, Watermelon",15,3075,3413
314,314,8/15/2022,PBY,3089,"Melon, Watermelon",10,3075,3413
315,315,8/15/2022,CMU,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
316,316,8/15/2022,LFF,3153,"Peppers, Jalapeño",10,3000,3329
317,317,8/15/2022,YMF,3717,"Eggplant, Globe",10,3700,4107
318,318,8/15/2022,RSV,3362,"Cucumbers, Pickling",11,2400,2664
319,319,8/15/2022,PZM,3828,"Peppers, Green Bell",5,4075,4523
320,320,8/15/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
321,321,8/15/2022,KHF,3668,"Eggplant, Japanese",10,3425,3802
322,322,8/15/2022,AGF,3091,"Melon, Honeydew",50,3125,3469
323,323,8/15/2022,CHO,3182,"Squash, Summer, Patty Pan",22,2400,2664
324,324,8/15/2022,KSL,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
325,325,8/15/2022,PBY,3717,"Eggplant, Globe",15,3700,4107
326,326,8/15/2022,AGF,3404,Tomatillos,46,3275,3635
327,327,8/15/2022,PLT,3668,"Eggplant, Japanese",10,3425,3802
328,328,8/15/2022,PBY,3668,"Eggplant, Japanese",10,3425,3802
329,329,8/15/2022,LVO,3138,"Greens, Collard-24 ct",5,4275,4745
330,330,8/15/2022,LOF,3362,"Cucumbers, Pickling",11,2400,2664
331,331,8/15/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
332,332,8/15/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745
333,333,8/15/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
334,334,8/15/2022,DTF,3202,"Tomatoes, Slicing",15,4600,5106
335,335,8/15/2022,KHF,3202,"Tomatoes, Slicing",36,4600,5106
336,336,8/15/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
337,337,8/15/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745
338,338,8/15/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
339,339,8/15/2022,JWI,3138,"Greens, Collard-24 ct",5,4275,4745
340,340,8/15/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
341,341,8/15/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
342,342,8/15/2022,CBS,3404,Tomatillos,66,3275,3635
343,343,8/15/2022,AFC,3138,"Greens, Collard-24 ct",8,4275,4745
344,344,8/15/2022,CLP,3717,"Eggplant, Globe",15,3700,4107
345,345,8/15/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106
346,346,8/15/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
347,347,8/15/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,3525,3913
348,348,8/15/2022,CMU,3138,"Greens, Collard-24 ct",10,4275,4745
349,349,8/15/2022,CMA,3138,"Greens, Collard-24 ct",5,4275,4745
350,350,8/15/2022,CTH,3202,"Tomatoes, Slicing",15,4600,5106
351,351,8/15/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
352,352,8/15/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
353,353,8/15/2022,PBY,3089,"Melon, Watermelon",10,3075,3413
354,354,8/15/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
355,355,8/15/2022,CLP,3362,"Cucumbers, Pickling",11,2400,2664
356,356,8/15/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
357,357,8/15/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745
358,358,8/15/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
359,359,8/15/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
360,360,8/15/2022,CLP,3182,"Squash, Summer, Patty Pan",18,2400,2664
361,361,8/22/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745
362,362,8/22/2022,LDX,3458,"Peppers, Habanero",11,4050,4496
363,363,8/22/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745
364,364,8/22/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
365,365,8/22/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,4050,4496
366,366,8/22/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329
367,367,8/22/2022,JWI,3813,"Greens, Kale-24 ct",5,4275,4745
368,368,8/22/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
369,369,8/22/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
370,370,8/22/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
371,371,8/22/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
372,372,8/22/2022,MLG,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
373,373,8/22/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329
374,374,8/22/2022,LEE,3828,"Peppers, Green Bell",10,4075,4523
375,375,8/22/2022,AGF,3089,"Melon, Watermelon",40,3075,3413
376,376,8/22/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
377,377,8/22/2022,CMA,3813,"Greens, Kale-24 ct",5,4275,4745
378,378,8/22/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745
379,379,8/22/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
380,380,8/22/2022,CTH,3202,"Tomatoes, Slicing",15,4600,5106
381,381,8/22/2022,CLP,3813,"Greens, Kale-24 ct",10,4275,4745
382,382,8/22/2022,CBS,3404,Tomatillos,66,3275,3635
383,383,8/22/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
384,384,8/22/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
385,385,8/22/2022,D2D,3813,"Greens, Kale-24 ct",5,4275,4745
386,386,8/22/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106
387,387,8/22/2022,PZM,3458,"Peppers, Habanero",10,4050,4496
388,388,8/22/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
389,389,8/22/2022,CHO,3458,"Peppers, Habanero",10,4050,4496
390,390,8/22/2022,CBS,3404,Tomatillos,20,3275,3635
391,391,8/22/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
392,392,8/22/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
393,393,8/22/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
394,394,8/22/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
395,395,8/22/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329
396,396,8/22/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
397,397,8/22/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
398,398,8/22/2022,AGF,3404,Tomatillos,46,3275,3635
399,399,8/22/2022,KSL,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
400,400,8/22/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
401,401,8/22/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
402,402,8/22/2022,MFP,3828,"Peppers, Green Bell",5,4075,4523
403,403,8/22/2022,KSL,3202,"Tomatoes, Slicing",15,4600,5106
404,404,8/22/2022,LOF,3813,"Greens, Kale-24 ct",5,4275,4745
405,405,8/22/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523
406,406,8/22/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
407,407,8/22/2022,MFP,3828,"Peppers, Green Bell",5,4075,4523
408,408,8/22/2022,KHF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
409,409,8/22/2022,NTN,3813,"Greens, Kale-24 ct",10,4275,4745
410,410,8/22/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
411,411,8/22/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
412,412,8/22/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329
413,413,8/22/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523
414,414,8/22/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
415,415,8/22/2022,PBY,3089,"Melon, Watermelon",10,3075,3413
416,416,8/22/2022,PZM,3153,"Peppers, Jalapeño",10,3000,3329
417,417,8/22/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
418,418,8/22/2022,LEE,3828,"Peppers, Green Bell",10,4075,4523
419,419,8/22/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
420,420,8/22/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
421,421,8/22/2022,LFF,3828,"Peppers, Green Bell",25,4075,4523
422,422,8/22/2022,LFF,3458,"Peppers, Habanero",25,4050,4496
423,423,8/22/2022,KHF,3201,"Tomatoes, Roma",36,4050,4496
424,424,8/22/2022,CBS,3201,"Tomatoes, Roma",10,4050,4496
425,425,8/22/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,2400,2664
426,426,8/22/2022,LFF,3828,"Peppers, Green Bell",25,4075,4523
427,427,8/22/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
428,428,8/22/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
429,429,8/22/2022,PBY,3201,"Tomatoes, Roma",10,4050,4496
430,430,8/22/2022,AGF,3201,"Tomatoes, Roma",10,4050,4496
431,431,8/22/2022,LFF,3153,"Peppers, Jalapeño",10,3000,3329
432,432,8/22/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,3525,3913
433,433,8/22/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
434,434,8/22/2022,PLT,3458,"Peppers, Habanero",10,4050,4496
435,435,8/22/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745
436,436,8/22/2022,MMO,3813,"Greens, Kale-24 ct",5,4275,4745
437,437,8/22/2022,PBY,3089,"Melon, Watermelon",10,3075,3413
438,438,8/22/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
439,439,8/22/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,4050,4496
440,440,8/22/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
441,441,8/22/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
442,442,8/22/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
443,443,8/22/2022,CBO,3813,"Greens, Kale-24 ct",5,4275,4745
444,444,8/22/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
445,445,8/22/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
446,446,8/22/2022,D2D,3754,"Cabbage, Red",5,4075,4523
447,447,8/22/2022,AGF,3089,"Melon, Watermelon",40,3075,3413
448,448,8/22/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
449,449,8/29/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
450,450,8/29/2022,MLG,3759,"Onions, Bulb",10,4625,5134
451,451,8/29/2022,LEE,3828,"Peppers, Green Bell",10,4075,4523
452,452,8/29/2022,PZM,3828,"Peppers, Green Bell",10,4075,4523
453,453,8/29/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
454,454,8/29/2022,SRF,3759,"Onions, Bulb",10,4625,5134
455,455,8/29/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
456,456,8/29/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,3525,3913
457,457,8/29/2022,LOF,3364,"Greens, Mustard-24 ct",5,4275,4745
458,458,8/29/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
459,459,8/29/2022,MLG,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
460,460,8/29/2022,SRF,3201,"Tomatoes, Roma",18,4050,4496
461,461,8/29/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
462,462,8/29/2022,CBS,3404,Tomatillos,20,3275,3635
463,463,8/29/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
464,464,8/29/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
465,465,8/29/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
466,466,8/29/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329
467,467,8/29/2022,LFF,3458,"Peppers, Habanero",25,4050,4496
468,468,8/29/2022,LDX,3458,"Peppers, Habanero",11,4050,4496
469,469,8/29/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
470,470,8/29/2022,SRF,3759,"Onions, Bulb",20,4625,5134
471,471,8/29/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
472,472,8/29/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
473,473,8/29/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
474,474,8/29/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,2400,2664
475,475,8/29/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
476,476,8/29/2022,SRF,3759,"Onions, Bulb",20,4625,5134
477,477,8/29/2022,KHF,3668,"Eggplant, Japanese",10,3425,3802
478,478,8/29/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
479,479,8/29/2022,LFF,3828,"Peppers, Green Bell",20,4075,4523
480,480,8/29/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329
481,481,8/29/2022,CBS,3201,"Tomatoes, Roma",15,4050,4496
482,482,8/29/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
483,483,8/29/2022,LDX,3153,"Peppers, Jalapeño",10,3000,3329
484,484,8/29/2022,KSL,3828,"Peppers, Green Bell",10,4075,4523
485,485,8/29/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329
486,486,8/29/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106
487,487,8/29/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
488,488,8/29/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
489,489,8/29/2022,CTH,3202,"Tomatoes, Slicing",15,4600,5106
490,490,8/29/2022,YMF,3668,"Eggplant, Japanese",10,3425,3802
491,491,8/29/2022,KSL,3364,"Greens, Mustard-24 ct",10,4275,4745
492,492,8/29/2022,CHO,3458,"Peppers, Habanero",10,4050,4496
493,493,8/29/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
494,494,8/29/2022,MFP,3759,"Onions, Bulb",10,4625,5134
495,495,8/29/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
496,496,8/29/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
497,497,8/29/2022,RSV,3755,"Carrots, Orange",22,3675,4079
498,498,8/29/2022,PBY,3668,"Eggplant, Japanese",10,3425,3802
499,499,8/29/2022,TEB,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
500,500,8/29/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
501,501,8/29/2022,CMU,3132,"Carrots, Rainbow",11,3675,4079
502,502,8/29/2022,D2D,3754,"Cabbage, Red",5,4075,4523
503,503,8/29/2022,CBS,3404,Tomatillos,66,3275,3635
504,504,8/29/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
505,505,8/29/2022,PLT,3364,"Greens, Mustard-24 ct",5,4275,4745
506,506,8/29/2022,MFP,3364,"Greens, Mustard-24 ct",5,4275,4745
507,507,8/29/2022,MFP,3458,"Peppers, Habanero",10,4050,4496
508,508,8/29/2022,CAL,3201,"Tomatoes, Roma",15,4050,4496
509,509,8/29/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
510,510,8/29/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
511,511,8/29/2022,LFF,3153,"Peppers, Jalapeño",10,3000,3329
512,512,8/29/2022,KHF,3759,"Onions, Bulb",10,4625,5134
513,513,8/29/2022,PBY,3201,"Tomatoes, Roma",18,4050,4496
514,514,8/29/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
515,515,8/29/2022,KAL,3132,"Carrots, Rainbow",22,3675,4079
516,516,8/29/2022,PLT,3668,"Eggplant, Japanese",10,3425,3802
517,517,8/29/2022,MLG,3364,"Greens, Mustard-24 ct",10,4275,4745
518,518,8/29/2022,PLT,3458,"Peppers, Habanero",10,4050,4496
519,519,8/29/2022,CLP,3668,"Eggplant, Japanese",10,3425,3802
520,520,8/29/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
521,521,8/29/2022,YMF,3132,"Carrots, Rainbow",11,3675,4079
522,522,8/29/2022,AGF,3404,Tomatillos,46,3275,3635
523,523,8/29/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,3650,4052
524,524,8/29/2022,MFP,3153,"Peppers, Jalapeño",10,3000,3329
525,525,8/29/2022,BXF,3364,"Greens, Mustard-24 ct",5,4275,4745
526,526,8/29/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
527,527,8/29/2022,SRF,3759,"Onions, Bulb",20,4625,5134
528,528,8/29/2022,KSL,3202,"Tomatoes, Slicing",15,4600,5106
529,529,8/29/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
530,530,8/29/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,3525,3913
531,531,8/29/2022,KHF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
532,532,9/5/2022,RSV,3755,"Carrots, Orange",22,3675,4079
533,533,9/5/2022,CLP,3717,"Eggplant, Globe",10,3700,4107
534,534,9/5/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,3650,4052
535,535,9/5/2022,SRF,3759,"Onions, Bulb",20,4625,5134
536,536,9/5/2022,KHF,3759,"Onions, Bulb",10,4625,5134
537,537,9/5/2022,LFF,3458,"Peppers, Habanero",25,4050,4496
538,538,9/5/2022,MLG,3755,"Carrots, Orange",22,3675,4079
539,539,9/5/2022,PZM,3458,"Peppers, Habanero",10,4050,4496
540,540,9/5/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,3650,4052
541,541,9/5/2022,CHO,3458,"Peppers, Habanero",10,4050,4496
542,542,9/5/2022,YMF,3755,"Carrots, Orange",11,3675,4079
543,543,9/5/2022,CMA,3813,"Greens, Kale-24 ct",5,4275,4745
544,544,9/5/2022,MHA,3364,"Greens, Mustard-24 ct",5,4275,4745
545,545,9/5/2022,AGF,3201,"Tomatoes, Roma",10,4050,4496
546,546,9/5/2022,KAL,3755,"Carrots, Orange",22,3675,4079
547,547,9/5/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,3650,4052
548,548,9/5/2022,CAL,3153,"Peppers, Jalapeño",12,3000,3329
549,549,9/5/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,3650,4052
550,550,9/5/2022,LOF,3813,"Greens, Kale-24 ct",5,4275,4745
551,551,9/5/2022,KHF,3202,"Tomatoes, Slicing",30,4600,5106
552,552,9/5/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
553,553,9/5/2022,DTF,3202,"Tomatoes, Slicing",36,4600,5106
554,554,9/5/2022,CBS,3153,"Peppers, Jalapeño",12,3000,3329
555,555,9/5/2022,CMU,3755,"Carrots, Orange",22,3675,4079
556,556,9/5/2022,SRF,3759,"Onions, Bulb",10,4625,5134
557,557,9/5/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
558,558,9/5/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
559,559,9/5/2022,MMO,3364,"Greens, Mustard-24 ct",5,4275,4745
560,560,9/5/2022,MFP,3828,"Peppers, Green Bell",8,4075,4523
561,561,9/5/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,2400,2664
562,562,9/5/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,3650,4052
563,563,9/5/2022,KHF,3153,"Peppers, Jalapeño",12,3000,3329
564,564,9/5/2022,MLG,3759,"Onions, Bulb",10,4625,5134
565,565,9/5/2022,CLP,3813,"Greens, Kale-24 ct",10,4275,4745
