Distribution Date,Producer Code,Product ID,Product Name,Quantity,Unit Cost,Unit Price
06/11/2021,POG,3806,"Greens, Lettuce, Head",19,$36.00,$39.96
06/11/2021,STF,3806,"Greens, Lettuce, Head",38,$36.00,$39.96
06/11/2021,POG,3819,"Greens, Salad Mix - 24 ct 0.75lb",19,$84.00,$93.24
06/15/2021,WKH,3573,"Greens, Bok Choy",19,$40.00,$44.40
06/15/2021,STF,3806,"Greens, Lettuce, Head",15,$36.00,$39.96
06/15/2021,WKH,3806,"Greens, Lettuce, Head",5,$36.00,$39.96
06/15/2021,YMF,3266,"Onions, Scallions",11,$28.80,$31.97
06/15/2021,HAF,3266,"Onions, Scallions",6,$28.80,$31.97
06/15/2021,NTN,3266,"Onions, Scallions",39,$28.80,$31.97
06/15/2021,SGC,3266,"Onions, Scallions",5,$28.80,$31.97
06/15/2021,CVP,3266,"Onions, Scallions",5,$28.80,$31.97
06/15/2021,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",52,$33.75,$37.46
06/15/2021,KLF,3278,"Radish, Red, Bulk, Bunched w/Tops",10,$33.75,$37.46
06/18/2021,LXF,3304,Garlic Scapes,30,$48.00,$53.28
06/18/2021,YMF,3813,"Greens, Kale",24,$36.00,$39.96
06/18/2021,NTN,3813,"Greens, Kale",14,$36.00,$39.96
06/18/2021,POG,3140,"Kohlrabi, White",36,$46.80,$51.48
06/18/2021,D2D,3252,"Radish, French Breakfast",19,$36.00,$39.96
06/18/2021,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",30,$33.75,$37.46
06/22/2021,WKH,3573,"Greens, Bok Choy",10,$40.00,$44.40
06/22/2021,YMF,3806,"Greens, Lettuce, Head",15,$36.00,$39.96
06/22/2021,STF,3806,"Greens, Lettuce, Head",15,$36.00,$39.96
06/22/2021,WKH,3806,"Greens, Lettuce, Head",5,$36.00,$39.96
06/22/2021,CHO,3266,"Onions, Scallions",5,$28.80,$31.97
06/22/2021,HAF,3266,"Onions, Scallions",5,$28.80,$31.97
06/22/2021,SGC,3266,"Onions, Scallions",5,$28.80,$31.97
06/22/2021,CVP,3266,"Onions, Scallions",5,$28.80,$31.97
06/22/2021,D2D,3278,"Radish, Red, Bulk, Bunched w/Tops",5,$33.75,$37.46
06/22/2021,CBS,3278,"Radish, Red, Bunched w/Tops",10,$33.75,$37.46
06/22/2021,KLF,3278,"Radish, Red, Bunched w/Tops",10,$33.75,$37.46
06/25/2021,POG,3669,"Greens, Chard",38,$36.00,$39.96
06/25/2021,SEE,3813,"Greens, Kale, Green Curly, Organic",38,$24.00,$26.64
06/25/2021,HAF,3806,"Greens, Lettuce, Head",10,$36.00,$39.96
06/25/2021,HAF,3806,"Greens, Lettuce, Head",7,$36.00,$39.96
06/25/2021,WKH,3806,"Greens, Lettuce, Head",13,$36.00,$39.96
06/29/2021,YMF,3266,"Onions, Scallions",11,$28.80,$31.97
06/29/2021,HAF,3266,"Onions, Scallions",7,$28.80,$31.97
06/29/2021,NTN,3266,"Onions, Scallions",5,$28.80,$31.97
06/29/2021,SGC,3266,"Onions, Scallions",5,$28.80,$31.97
06/29/2021,CVP,3266,"Onions, Scallions",5,$28.80,$31.97
06/29/2021,CBS,3278,"Radish, Red, Bunched w/Tops",10,$33.75,$37.46
06/29/2021,D2D,3278,"Radish, Red, Bunched w/Tops",9,$33.75,$37.46
06/29/2021,KLF,3278,"Radish, Red, Bunched w/Tops",5,$33.75,$37.46
07/02/2021,NTN,3813,"Greens, Kale",30,$36.00,$39.96
07/02/2021,LXF,3390,"Potatoes, New Red",28,$100.00,$111.00
07/02/2021,SEE,3184,"Squash, Summer Green Zucchini, Organic",40,$25.00,$27.75
07/06/2021,HAF,3266,"Onions, Scallions",11,$28.80,$31.97
07/06/2021,NTN,3266,"Onions, Scallions",11,$28.80,$31.97
07/06/2021,SGC,3266,"Onions, Scallions",11,$28.80,$31.97
07/06/2021,CVP,3266,"Onions, Scallions",11,$28.80,$31.97
07/06/2021,CBS,3278,"Radish, Red, Bunched w/Tops",5,$33.75,$37.46
07/06/2021,KLF,3278,"Radish, Red, Bunched w/Tops",8,$33.75,$37.46
07/06/2021,MLF,3278,"Radish, Red, Bunched w/Tops",5,$33.75,$37.46
07/06/2021,MHG,3184,"Squash, Summer, Green Zucchini",11,$20.00,$22.20
07/06/2021,SGC,3184,"Squash, Summer, Green Zucchini",20,$20.00,$22.20
07/09/2021,SEE,3326,Fennel,30,$42.00,$46.62
07/09/2021,HAF,3806,"Greens, Lettuce, Head",10,$36.00,$39.96
07/09/2021,YMF,3775,Kohlrabi,15,$30.00,$33.30
07/09/2021,YMF,3216,Rhubarb,27,$56.25,$62.44
07/09/2021,LXF,3184,"Squash, Summer, Green Zucchini",15,$25.00,$27.75
07/09/2021,WKH,3184,"Squash, Summer, Green Zucchini",20,$20.00,$22.20
07/13/2021,MKV,3754,Cabbage,4,$34.00,$37.74
07/13/2021,SGC,3361,"Cucumbers, Slicing",6,$20.00,$22.20
07/13/2021,AFC,3138,"Greens, Collards",3,$36.00,$39.96
07/13/2021,D2D,3138,"Greens, Collards",10,$36.00,$39.96
07/13/2021,MLG,3138,"Greens, Collards",7,$36.00,$39.96
07/13/2021,SGC,3806,"Greens, Lettuce, Head",8,$36.00,$39.96
07/13/2021,D2D,3278,"Radish, Red, Bunched w/Tops",5,$33.75,$37.46
07/13/2021,KLF,3278,"Radish, Red, Bunched w/Tops",24,$33.75,$37.46
07/13/2021,WKH,3278,"Radish, Red, Bunched w/Tops",39,$33.75,$37.46
07/13/2021,AFC,3184,"Squash, Summer, Zucchini",3,$20.00,$22.20
07/13/2021,D2D,3184,"Squash, Summer, Zucchini",9,$20.00,$22.20
07/13/2021,LXF,3184,"Squash, Summer, Zucchini",55,$20.00,$22.20
07/13/2021,SGC,3184,"Squash, Summer, Zucchini",20,$20.00,$22.20
07/16/2021,SEE,3579,"Celery, Organic",24,$66.66,$73.99
07/16/2021,HAF,3361,"Cucumbers, Slicing",13,$20.00,$22.20
07/16/2021,SGC,3361,"Cucumbers, Slicing",9,$20.00,$22.20
07/16/2021,SEE,3361,"Cucumbers, Slicing, Organic",16,$25.00,$27.75
07/16/2021,HAF,3138,"Greens, Collards",37,$36.00,$39.96
07/16/2021,HAF,3138,"Greens, Collards",1,$36.00,$39.96
07/16/2021,CHO,3278,"Radish, Red, Bunched w/Tops",7,$33.75,$37.46
07/16/2021,HAF,3278,"Radish, Red, Bunched w/Tops",3,$33.75,$37.46
07/16/2021,CHO,3184,"Squash, Summer Yellow & Green",10,$24.00,$26.64
07/16/2021,HAF,3184,"Squash, Summer, Zucchini, Yellow",20,$35.00,$38.85
07/20/2021,MKV,3401,"Beans, Green",7,$62.50,$69.38
07/20/2021,STF,3401,"Beans, Green",7,$62.50,$69.38
07/20/2021,YMF,3401,"Beans, Green",18,$62.50,$69.38
07/20/2021,MLG,3401,"Beans, Green",15,$62.50,$69.38
07/20/2021,PBY,3401,"Beans, Green",13,$62.50,$69.38
07/20/2021,YMF,3592,Broccoli,20,$31.45,$34.91
07/20/2021,PBY,3592,Broccoli,12,$31.45,$34.91
07/20/2021,D2D,3754,Cabbage,7,$34.00,$37.74
07/20/2021,CBS,3361,"Cucumbers, Slicing",7,$20.00,$22.20
07/20/2021,CLP,3361,"Cucumbers, Slicing",12,$20.00,$22.20
07/20/2021,PBY,3361,"Cucumbers, Slicing",13,$20.00,$22.20
07/20/2021,SGC,3361,"Cucumbers, Slicing",6,$20.00,$22.20
07/20/2021,WKH,3361,"Cucumbers, Slicing",16,$20.00,$22.20
07/20/2021,PBY,3573,"Greens, Bok Choy",10,$40.00,$44.40
07/20/2021,STF,3573,"Greens, Bok Choy",20,$40.00,$44.40
07/20/2021,CLP,3813,"Greens, Kale",10,$36.00,$39.96
07/20/2021,D2D,3813,"Greens, Kale",14,$36.00,$39.96
07/20/2021,NTN,3813,"Greens, Kale",30,$36.00,$39.96
07/20/2021,PLT,3813,"Greens, Kale",10,$36.00,$39.96
07/20/2021,MKV,3775,Kohlrabi,16,$30.00,$33.30
07/20/2021,CBS,3278,"Radish, Red, Bunched w/Tops",4,$33.75,$37.46
07/20/2021,D2D,3278,"Radish, Red, Bunched w/Tops",2,$33.75,$37.46
07/20/2021,KLF,3278,"Radish, Red, Bunched w/Tops",26,$33.75,$37.46
07/20/2021,AFC,3184,"Squash, Summer, Green Zucchini",3,$20.00,$22.20
07/20/2021,SGC,3184,"Squash, Summer, Green Zucchini",26,$20.00,$22.20
07/20/2021,D2D,3184,"Squash, Summer, Zucchini",9,$20.00,$22.20
07/20/2021,LXF,3184,"Squash, Summer, Zucchini",50,$20.00,$22.20
07/20/2021,WKH,3184,"Squash, Summer, Zucchini",17,$20.00,$22.20
07/23/2021,CHO,3401,"Beans, Green",31,$62.50,$69.38
07/23/2021,MKV,3756,Cucumbers,16,$20.00,$22.20
07/23/2021,WKH,3361,"Cucumbers, Slicing",15,$20.00,$22.20
07/23/2021,POG,3184,"Squash, Summer Yellow & Green",30,$25.00,$27.75
07/23/2021,YMF,3184,"Squash, Summer, Green Zucchini",10,$20.00,$22.20
07/23/2021,SEE,3202,"Tomatoes, Slicers",40,$34.00,$37.74
07/27/2021,CHO,3401,"Beans, Green",30,$62.50,$69.38
07/27/2021,D2D,3401,"Beans, Green",25,$62.50,$69.38
07/27/2021,YMF,3401,"Beans, Green",20,$62.50,$69.38
07/27/2021,HAF,3401,"Beans, Green",5,$62.50,$69.38
07/27/2021,PBY,3401,"Beans, Green",20,$62.50,$69.38
07/27/2021,YMF,3099,"Beets Red, Greentop",21,$36.00,$39.96
07/27/2021,PBY,3362,"Cucumbers, Pickling",32,$20.00,$22.20
07/27/2021,CLP,3361,"Cucumbers, Slicing",6,$20.00,$22.20
07/27/2021,SGC,3361,"Cucumbers, Slicing",6,$20.00,$22.20
07/27/2021,CHO,3669,"Greens, Chard",34,$36.00,$39.96
07/27/2021,WKH,3806,"Greens, Lettuce, Head",21,$36.00,$39.96
07/27/2021,CHO,3278,"Radish, Red, Bunched w/Tops",60,$33.75,$37.46
07/27/2021,AFC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
07/27/2021,CHO,3184,"Squash, Summer, Zucchini",66,$20.00,$22.20
07/27/2021,D2D,3184,"Squash, Summer, Zucchini",10,$20.00,$22.20
07/27/2021,LXF,3184,"Squash, Summer, Zucchini",66,$20.00,$22.20
07/27/2021,SGC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
07/27/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30
07/27/2021,CBS,3404,Tomatillos,66,$28.00,$31.08
07/30/2021,CBS,3153,"Peppers, Jalapeno",9,$25.50,$28.31
07/30/2021,NTN,3184,"Squash, Summer, Zucchini",10,$20.00,$22.20
07/30/2021,PBY,3184,"Squash, Summer, Zucchini",21,$20.00,$22.20
07/30/2021,SGC,3184,"Squash, Summer, Zucchini",30,$20.00,$22.20
07/30/2021,CBS,3404,Tomatillos,89,$28.00,$32.75
07/30/2021,SEE,3202,"Tomatoes, Slicers",17,$34.00,$44.40
07/30/2021,WKH,3202,"Tomatoes, Slicers",12,$40.00,$44.40
08/03/2021,CHO,3401,"Beans, Green",20,$62.50,$69.38
08/03/2021,SGC,3754,Cabbage,7,$34.00,$37.74
08/03/2021,CBS,3361,"Cucumbers, Slicing",12,$20.00,$22.20
08/03/2021,CBS,3361,"Cucumbers, Slicing",8,$20.00,$22.20
08/03/2021,CHO,3361,"Cucumbers, Slicing",15,$20.00,$22.20
08/03/2021,CLP,3361,"Cucumbers, Slicing",6,$20.00,$22.20
08/03/2021,SGC,3361,"Cucumbers, Slicing",6,$20.00,$22.20
08/03/2021,WKH,3361,"Cucumbers, Slicing",10,$20.00,$22.20
08/03/2021,CHO,3669,"Greens, Chard",20,$36.00,$39.96
08/03/2021,CLP,3813,"Greens, Kale",10,$36.00,$39.96
08/03/2021,D2D,3813,"Greens, Kale",10,$36.00,$39.96
08/03/2021,NTN,3813,"Greens, Kale",10,$36.00,$39.96
08/03/2021,PLT,3813,"Greens, Kale",10,$36.00,$39.96
08/03/2021,CBS,3153,"Peppers, Jalapeno",14,$25.50,$28.31
08/03/2021,AFC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
08/03/2021,CHO,3184,"Squash, Summer, Zucchini",30,$20.00,$22.20
08/03/2021,D2D,3184,"Squash, Summer, Zucchini",12,$20.00,$22.20
08/03/2021,LXF,3184,"Squash, Summer, Zucchini",30,$20.00,$22.20
08/03/2021,SGC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
08/03/2021,WKH,3184,"Squash, Summer, Zucchini",27,$20.00,$22.20
08/03/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30
08/03/2021,CBS,3404,Tomatillos,66,$28.00,$31.08
08/06/2021,LXF,3362,"Cucumbers, Pickling",30,$20.00,$22.20
08/06/2021,YMF,3361,"Cucumbers, Slicing",7,$20.00,$22.20
08/06/2021,WKH,3361,"Cucumbers, Slicing",4,$20.00,$22.20
08/06/2021,HAF,3138,"Greens, Collards",38,$36.00,$39.96
08/06/2021,SEE,3242,"Greens, Lettuce, Romaine, Green, Organic",34,$30.00,$38.63
08/06/2021,MKV,3759,Onions,15,$40.00,$44.40
08/06/2021,MKV,3759,Onions,5,$40.00,$44.40
08/06/2021,SEE,3828,"Peppers, Bell, Green, Organic",30,$30.25,$33.58
08/06/2021,SEE,3828,"Peppers, Bell, Green, Organic",7,$30.25,$33.58
08/06/2021,SEE,3202,"Tomatoes, Slicers, Organic",26,$32.25,$35.80
08/10/2021,D2D,3401,"Beans, Green",15,$62.50,$69.38
08/10/2021,YMF,3401,"Beans, Green",5,$62.50,$69.38
08/10/2021,MLG,3401,"Beans, Green",15,$62.50,$69.38
08/10/2021,PBY,3401,"Beans, Green",15,$62.50,$69.38
08/10/2021,CBS,3361,"Cucumbers, Slicing",15,$20.00,$22.20
08/10/2021,CHO,3361,"Cucumbers, Slicing",45,$20.00,$22.20
08/10/2021,CLP,3361,"Cucumbers, Slicing",6,$20.00,$22.20
08/10/2021,SGC,3361,"Cucumbers, Slicing",21,$20.00,$22.20
08/10/2021,MLG,3758,"Eggplant, African (Bitter ball)",33,$20.00,$22.20
08/10/2021,PLT,3758,"Eggplant, African (Bitter ball)",33,$20.00,$22.20
08/10/2021,MKV,3759,Onions,20,$40.00,$44.40
08/10/2021,PBY,3759,Onions,20,$40.00,$44.40
08/10/2021,SGC,3759,Onions,20,$40.00,$44.40
08/10/2021,CBS,3153,"Peppers, Jalapeno",66,$25.50,$28.31
08/10/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31
08/10/2021,SGC,3153,"Peppers, Jalapeno",10,$25.50,$28.31
08/10/2021,AFC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
08/10/2021,CHO,3184,"Squash, Summer, Zucchini",20,$20.00,$22.20
08/10/2021,D2D,3184,"Squash, Summer, Zucchini",10,$20.00,$22.20
08/10/2021,LXF,3184,"Squash, Summer, Zucchini",30,$20.00,$22.20
08/10/2021,MHG,3184,"Squash, Summer, Zucchini",30,$20.00,$22.20
08/10/2021,SGC,3184,"Squash, Summer, Zucchini",6,$20.00,$22.20
08/10/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30
08/13/2021,KHF,3759,Onions,23,$40.00,$44.40
08/13/2021,LXF,3828,"Peppers, Bell, Green",45,$28.00,$31.08
08/13/2021,AFC,3184,"Squash, Summer, Zucchini",7,$20.00,$22.20
08/13/2021,CHO,3184,"Squash, Summer, Zucchini",25,$20.00,$22.20
08/13/2021,WKH,3184,"Squash, Summer, Zucchini",12,$20.00,$22.20
08/13/2021,SEE,3202,"Tomatoes, Slicers, Organic",40,$34.00,$37.74
08/17/2021,CBS,3361,"Cucumbers, Slicing",8,$20.00,$22.20
08/17/2021,CLP,3361,"Cucumbers, Slicing",6,$20.00,$22.20
08/17/2021,SGC,3361,"Cucumbers, Slicing",6,$20.00,$22.20
08/17/2021,MLG,3757,Eggplant,15,$31.62,$35.10
08/17/2021,PLT,3758,"Eggplant, African (Bitter ball)",33,$20.00,$22.20
08/17/2021,AFC,3138,"Greens, Collards",5,$36.00,$39.96
08/17/2021,D2D,3138,"Greens, Collards",9,$36.00,$39.96
08/17/2021,MLG,3138,"Greens, Collards",10,$36.00,$39.96
08/17/2021,CLP,3813,"Greens, Kale",10,$36.00,$39.96
08/17/2021,D2D,3813,"Greens, Kale",10,$36.00,$39.96
08/17/2021,NTN,3813,"Greens, Kale",10,$36.00,$39.96
08/17/2021,PLT,3813,"Greens, Kale",10,$36.00,$39.96
08/17/2021,KLF,3364,"Greens, Mustard",10,$36.00,$39.96
08/17/2021,PLT,3364,"Greens, Mustard",10,$36.00,$39.96
08/17/2021,SGC,3091,Melon Honeydew Organic,30,$26.25,$29.14
08/17/2021,SGC,3089,Melon Watermelon Red Seeded Organic,6,$420.00,$466.20
08/17/2021,MKV,3405,Okra,28,$51.00,$56.61
08/17/2021,MKV,3405,Okra,8,$51.00,$56.61
08/17/2021,PLT,3405,Okra,30,$51.00,$56.61
08/17/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85
08/17/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85
08/17/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85
08/17/2021,SGC,3828,"Peppers, Bell",4,$35.00,$38.85
08/17/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31
08/17/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31
08/17/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31
08/17/2021,SGC,3153,"Peppers, Jalapeno",20,$25.50,$28.31
08/17/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50
08/17/2021,MKV,3166,"Potatoes, Red A",10,$50.00,$55.50
08/17/2021,CVP,3166,"Potatoes, Red A",10,$50.00,$55.50
08/17/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30
08/17/2021,MLP,3202,"Tomatoes, Slicers",9,$40.00,$44.40
08/17/2021,KSL,3202,"Tomatoes, Slicers",13,$40.00,$44.40
08/20/2021,POG,3669,"Greens, Chard",36,$36.00,$39.96
08/20/2021,POG,3669,"Greens, Chard",2,$36.00,$39.96
08/20/2021,LXF,3539,Ground Cherries,1,$33.60,$37.30
08/20/2021,LXF,3539,Ground Cherries,61,$33.60,$37.30
08/20/2021,SEE,3828,"Peppers, Bell, Green, Organic",33,$30.25,$33.58
08/20/2021,CHO,3202,"Tomatoes, Slicers",15,$40.00,$44.40
08/20/2021,YMF,3202,"Tomatoes, Slicers",1,$40.00,$44.40
08/20/2021,YMF,3202,"Tomatoes, Slicers",19,$40.00,$44.40
08/20/2021,PBY,3202,"Tomatoes, Slicers",12,$40.00,$44.40
08/24/2021,PBY,3592,Broccoli,30,$31.45,$34.91
08/24/2021,PLT,3758,"Eggplant, African (Bitter ball)",66,$20.00,$22.20
08/24/2021,CLP,3717,"Eggplant, Globe",50,$31.62,$35.10
08/24/2021,YMF,3717,"Eggplant, Globe",25,$31.62,$35.10
08/24/2021,KLF,3717,"Eggplant, Globe",25,$31.62,$35.10
08/24/2021,SGC,3089,Melon Watermelon Red Seeded Organic,3,$420.00,$466.20
08/24/2021,PLT,3405,Okra,33,$51.00,$56.61
08/24/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85
08/24/2021,KHF,3828,"Peppers, Bell",39,$35.00,$38.85
08/24/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85
08/24/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85
08/24/2021,SGC,3828,"Peppers, Bell",21,$35.00,$38.85
08/24/2021,KHF,3458,"Peppers, Habanero",5,$35.00,$38.85
08/24/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85
08/24/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85
08/24/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31
08/24/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31
08/24/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31
08/24/2021,SGC,3153,"Peppers, Jalapeno",30,$25.50,$28.31
08/24/2021,LXF,3166,"Potatoes, Red A",30,$50.00,$55.50
08/24/2021,MKV,3171,"Potatoes, Yellow A",10,$50.00,$55.50
08/24/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50
08/24/2021,CVP,3171,"Potatoes, Yellow A",10,$50.00,$55.50
08/24/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30
08/24/2021,CHO,3200,"Tomatoes, Grape",22,$35.00,$38.85
08/24/2021,D2D,3200,"Tomatoes, Grape",11,$35.00,$38.85
08/24/2021,KHF,3200,"Tomatoes, Grape",11,$35.00,$38.85
08/24/2021,MHG,3200,"Tomatoes, Grape",25,$35.00,$38.85
08/24/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85
08/24/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85
08/24/2021,KHF,3201,"Tomatoes, Roma",20,$35.00,$38.85
08/24/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85
08/24/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40
08/24/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40
08/27/2021,HAF,3613,"Beets Red, bulk",36,$26.31,$29.20
08/27/2021,POG,3717,"Eggplant, Globe",40,$31.62,$35.10
08/27/2021,HAF,3700,"Greens, Spinach, Chinese (water spinach)",38,$24.00,$26.64
08/27/2021,SGC,3153,"Peppers, Jalapeno",9,$25.50,$28.31
